usages,parent,amount,key,subtotal,categories
1,270002,40.23,10002,,[u'delivery']
1,270002,-5.74,10003,,[u'decoupling']
1,270002,1.39,10004,,[u'gas affordability']
1,270002,149.25,10005,,[u'cost of gas']
1,270002,5.0,10006,,[u'franchise']
1,270003,12.0,10001,,[u'basic charge']
1,270003,0.0,10002,,[u'delivery']
1,270003,0.0,10003,,[u'decoupling']
1,270003,0.0,10004,,[u'gas affordability']
1,270003,0.0,10005,,[u'cost of gas']
1,270003,0.59,10006,,[u'interim adjustment']
1,270003,5.0,10007,,[u'franchise']
1,280001,43.0,10001,,[u'basic service']
1,280001,133.98,10002,,[u'delivery']
1,280001,-11.13,10003,,[u'decoupling']
1,280001,4.44,10004,,[u'gas affordability']
1,280001,426.38,10005,,[u'cost of gas']
1,280001,0.0,10006,,[u'interim adjustment']
1,280002,901.08,10001,,[u'energy charge']
1,280002,39.5,10002,,[u'basic service']
1,280002,99.2,10003,,[u'pca/kwh']
2,280002,544.31,10004,,[u'demand']
1,280003,0.0,10001,,[u'energy charge']
1,280003,30.0,10002,,[u'basic charge']
1,280003,0.0,10003,,[u'pca/kwh']
,280003,0.0,10004,,[u'demand']
1,280003,0.0,10005,,[u'capital credit']
1,280004,0.0,10001,,[u'energy charge']
1,280004,30.0,10002,,[u'basic charge']
1,280004,0.0,10003,,[u'pca/kwh']
,280004,0.0,10004,,[u'demand']
1,280004,0.0,10005,,[u'capital credit']
1,280005,726.77,10001,,[u'energy charge']
1,280005,37.5,10002,,[u'basic charge']
1,280005,33.25,10003,,[u'pca/kwh']
2,280005,309.83,10004,,[u'demand']
1,280005,0.0,10005,,[u'capital credit']
1,280006,21.7,10001,,[u'energy charge']
1,280006,30.0,10002,,[u'basic charge']
1,280006,2.7,10003,,[u'pca/kwh']
,280006,0.0,10004,,[u'demand']
1,280007,1119.45,10001,,[u'energy charge']
1,280007,37.5,10002,,[u'basic charge']
1,280007,193.8,10003,,[u'pca/kwh']
2,280007,646.81,10004,,[u'demand']
1,290001,43.0,10001,,[u'basic service']
1,290001,79.03,10002,,[u'delivery']
1,290001,-6.77,10003,,[u'decoupling']
1,290001,2.7,10004,,[u'gas affordability']
1,290001,213.32,10005,,[u'cost of gas']
1,290001,0.0,10006,,[u'interim adjustment']
1,290002,0.0,10001,,[u'energy charge']
1,290002,30.0,10002,,[u'basic service']
1,290002,0.0,10003,,[u'pca/kwh']
1,290003,684.32,10001,,[u'energy charge']
1,290003,37.5,10002,,[u'basic service']
1,290003,76.4,10003,,[u'pca/kwh']
2,290003,382.09,10004,,[u'demand']
1,290003,0.0,10005,,[u'capital credit']
1,290004,16.31,10001,,[u'energy charge']
1,290004,30.0,10002,,[u'basic charge']
1,290004,1.15,10003,,[u'pca/kwh']
,290004,0.0,10004,,[u'demand']
1,290004,0.0,10005,,[u'capital credit']
1,290005,40.0,10001,,[u'flat sewer rate']
1,300001,43.0,10001,,[u'basic service']
1,300001,138.7,10002,,[u'delivery']
1,300001,-11.88,10003,,[u'decoupling']
1,300001,4.74,10004,,[u'gas affordability']
1,300001,320.43,10005,,[u'cost of gas']
1,300001,0.0,10006,,[u'block rate']
1,300002,8.31,10001,,[u'energy charge']
1,300002,30.0,10002,,[u'basic service']
1,300002,0.55,10003,,[u'pca/kwh']
1,300002,0.0,10004,,[u'demand']
1,300002,-0.19,10005,,[u'capital credit']
1,310001,762.31,10001,,[u'energy charge']
1,310001,37.5,10002,,[u'basic charge']
1,310001,129.0,10003,,[u'pca/kwh']
2,310001,399.39,10004,,[u'demand']
1,310002,185.81,10001,,[u'energy charge']
1,310002,30.0,10002,,[u'basic charge']
1,310002,23.12,10003,,[u'pca/kwh']
1,310003,40.0,10001,,[u'flat rate']
1,320001,60.65,10001,,[u'energy charge']
2,320001,0.0,10002,,[u'demand']
1;2,320001,10.5,10003,,[u'service charge']
1;2,320001,0.67,10004,,[u'affordability']
1,320001,0.26,10005,,[u'transmission']
1,320001,4.75,10006,,[u'renewable adjustment']
1;2,320001,11.26,10007,,[u'resource adjustment']
1;2,320001,5.0,10008,,[u'franchise fee']
3,320001,17.93,10009,,[u'lighting']
1;2,320001,1.21,10010,,[u'boswell 4 adjustment']
1,320002,48.11,10001,,[u'energy charge']
2,320002,0.0,10002,,[u'demand']
1;2,320002,10.5,10003,,[u'service charge']
1;2,320002,0.67,10004,,[u'affordability']
1,320002,0.2,10005,,[u'transmission']
1,320002,3.77,10006,,[u'renewable adjustment']
1;2,320002,9.83,10007,,[u'resource adjustment']
1;2,320002,5.0,10008,,[u'franchise fee']
3,320002,18.0,10009,,[u'lighting']
1;2,320002,0.0,10010,,[u'boswell 4 adjustment']
1,330001,617.72,10001,,[u'energy charge']
2,330001,89.73,10002,,[u'demand']
1;2,330001,4.59,10003,,[u'service charge']
1;2,330001,0.29,10004,,[u'affordability']
1,330001,1.09,10005,,[u'transmission']
1,330001,20.31,10006,,[u'renewable adjustment']
1;2,330001,53.5,10007,,[u'resource adjustment']
1;2,330001,5.0,10008,,[u'franchise fee']
3,330001,17.47,10009,,[u'lighting']
1;2,330001,5.16,10010,,[u'boswell 4 adjustment']
1,330002,64.49,10001,,[u'energy charge']
2,330002,0.0,10002,,[u'demand']
1;2,330002,10.5,10003,,[u'service charge']
1;2,330002,0.67,10004,,[u'affordability']
1,330002,0.27,10005,,[u'transmission']
1,330002,5.05,10006,,[u'renewable adjustment']
1;2,330002,14.11,10007,,[u'resource adjustment']
1;2,330002,5.0,10008,,[u'franchise fee']
3,330002,17.31,10009,,[u'lighting']
1;2,330002,0.0,10010,,[u'boswell 4 adjustment']
1,330003,5.32,10001,,[u'energy charge']
1,330003,30.0,10002,,[u'basic charge']
1,330003,0.0,10003,,[u'pca/kwh']
1,330003,0.0,10004,,[u'operation round up amount']
1,330003,0.0,10005,,[u'capital credits refund']
1,330004,336.26,10001,,[u'energy charge']
1,330004,314.87,10002,,[u'fuel cost']
1,330004,25.7,10003,,[u'basic service']
2,330004,341.24,10004,,[u'demand']
1;2,330004,151.79,10005,1169.86,[u'other']
3,330004,50.0,10006,,[u'basic charge']
3,330004,671.54,10007,,[u'distribution charge']
3,330004,3403.04,10008,,[u'cost of gas']
3,330004,21.81,10009,,[u'gas affordability']
3,330004,314.0,10010,,[u'city fee']
3,330004,91.69,10011,,[u'other']
1,330005,50.0,10001,,[u'basic charge']
1,330005,64.53,10002,,[u'distribution']
1,330005,304.17,10003,,[u'cost of gas']
1,330005,2.1,10004,,[u'gas affordability']
1,330005,44.74,10005,465.54,[u'other']
1,330006,10.0,10001,,[u'basic charge']
1,330006,57.22,10002,,[u'energy']
1,330006,23.76,10003,,[u'fuel']
2,330006,0.0,10004,,[u'demand winter']
1;2,330006,7.97,10005,599.11,[u'other']
1,330007,10.0,10001,,[u'basic charge']
1,330007,30.04,10002,,[u'energy']
1,330007,11.81,10003,,[u'fuel']
2,330007,0.0,10004,,[u'demand winter']
1;2,330007,5.52,10005,599.11,[u'other']
1,330008,10.0,10001,,[u'basic charge']
1,330008,54.98,10002,,[u'energy']
1,330008,18.45,10003,,[u'fuel']
,330008,0.0,10004,,[u'demand summer']
1;2,330008,8.26,10005,599.11,[u'other']
1,330009,10.0,10001,,[u'basic charge']
1,330009,54.98,10002,,[u'energy']
1,330009,18.45,10003,,[u'fuel']
,330009,0.0,10004,,[u'demand summer']
1;2,330009,8.26,10005,599.11,[u'other']
1,330010,25.7,10001,,[u'basic charge']
1,330010,187.8,10002,,[u'energy']
1,330010,203.1,10003,,[u'fuel']
2,330010,206.54,10004,,[u'demand winter']
1;2,330010,59.35,10005,599.11,[u'other']
1,340001,34.4,10001,,[u'energy charge']
2,340001,0.0,10002,,[u'demand']
1;2,340001,10.5,10003,,[u'service charge']
1;2,340001,0.65,10004,,[u'affordability']
1,340001,0.14,10005,,[u'transmission']
1,340001,0.65,10006,,[u'renewable adjustment']
1;2,340001,6.73,10007,,[u'resource adjustment']
1;2,340001,5.0,10008,,[u'franchise fee']
3,340001,17.62,10009,,[u'lighting']
1;2,340001,0.0,10010,,[u'boswell 4 adjustment']
1,340002,80.97,10001,,[u'energy charge']
2,340002,0.0,10002,,[u'demand']
1;2,340002,10.5,10003,,[u'service charge']
1;2,340002,0.65,10004,,[u'affordability']
1,340002,0.34,10005,,[u'transmission']
1,340002,1.54,10006,,[u'renewable adjustment']
1;2,340002,15.81,10007,,[u'resource adjustment']
1;2,340002,5.0,10008,,[u'franchise fee']
3,340002,17.17,10009,,[u'lighting']
1;2,340002,0.0,10010,,[u'boswell 4 adjustment']
1,340003,0.0,10001,,[u'energy charge']
1,340003,30.0,10002,,[u'basic charge']
1,340003,0.0,10003,,[u'pca/kwh']
1,340003,0.69,10004,,[u'operation round up amount']
1,340004,636.3,10001,,[u'energy charge']
1,340004,59.0,10002,,[u'basic charge']
1,340004,0.0,10003,,[u'pca/kwh']
1,340004,0.0,10004,,[u'operation round up amount']
1,340004,0.0,10005,,[u'capital credits refund']
1,340005,3.64,10001,,[u'energy charge']
1,340005,30.0,10002,,[u'basic charge']
1,340005,0.0,10003,,[u'pca/kwh']
1,340005,0.0,10004,,[u'operation round up amount']
1,340005,0.0,10005,,[u'capital credits refund']
1,340006,25.7,10001,,[u'basic charge']
1,340006,257.56,10002,,[u'energy charge']
1,340006,239.03,10003,,[u'fuel cost']
2,340006,643.0,10004,,[u'summer demand']
1;2,340006,2.68,10005,,[u'affordability']
1;2,340006,43.98,10006,,[u'resource adj']
1;2,340006,30.98,10007,,[u'interim adj']
1;2,340006,73.9,10008,,[u'city fee']
3,340006,50.0,10009,,[u'basic charge']
3,340006,3.45,10010,,[u'distribution']
3,340006,14.52,10011,,[u'cost of gas']
3,340006,0.11,10012,,[u'gas affordability']
3,340006,0.61,10013,,[u'resource adjustment']
3,340006,5.26,10014,,[u'city fees']
1;2,340006,-457.5,10015,,[u'com savers switch AC']
1,340007,25.15,10001,,[u'basic charge']
1,340007,554.47,10002,,[u'energy charge']
1,340007,681.37,10003,,[u'fuel cost']
2,340007,712.64,10004,,[u'demand summer']
1;2,340007,388.74,10005,2156.61,[u'other']
3,340007,9.98,10006,,[u'distribution']
3,340007,26.03,10007,,[u'cost of gas']
3,340007,0.36,10008,,[u'gas affordability']
3,340007,9.31,10009,,[u'other']
3,340007,50.0,10010,,[u'basic charge']
1,340008,25.0,10001,,[u'basic charge']
1,340008,17.14,10002,,[u'distribution']
1,340008,80.69,10003,939.17,[u'cost of gas']
1,340008,15.16,10004,,[u'fuel cost']
1,340009,50.0,10001,,[u'basic charge']
1,340009,21.67,10002,,[u'distribution']
1,340009,93.14,10003,,[u'cost of gas']
1,340009,0.7,10004,,[u'affordability']
1,340009,17.21,10005,,[u'other']
1,340011,50.0,10001,,[u'basic charge']
1,340011,0.25,10002,,[u'distribution']
1,340011,0.93,10003,,[u'cost of gas']
1,340011,0.01,10004,,[u'affordability']
1,340011,3.87,10005,55.06,[u'other']
1,340012,50.0,10001,,[u'basic charge']
1,340012,75.69,10002,,[u'cost of gas']
1,340012,19.83,10003,,[u'distribution']
1,340012,0.64,10004,,[u'gas affordability']
1,340012,15.98,10005,162.14,[u'other']
1,340013,50.0,10001,,[u'basic charge']
1,340013,348.74,10002,,[u'cost of gas']
1,340013,86.7,10003,,[u'distribution']
1,340013,3.13,10004,,[u'affordability']
1,340013,54.45,10005,543.02,[u'other']
1,340014,50.0,10001,,[u'basic charge']
1,340014,69.53,10002,,[u'cost of gas']
1,340014,23.28,10003,,[u'distribution']
1,340014,0.84,10004,,[u'gas affordability']
1,340014,16.97,10005,160.62,[u'other']
1,340015,8.61,10001,,[u'basic charge']
1,340015,1.2,10002,,[u'energy']
1,340015,0.53,10003,,[u'fuel']
1,340015,5.5,10004,15.84,[u'other']
1,340016,25.7,10001,,[u'basic charge']
1,340016,330.89,10002,,[u'energy']
1,340016,306.65,10003,,[u'fuel']
,340016,462.96,10004,,[u'demand summer']
1;2,340016,106.75,10005,599.11,[u'other']
1,350001,565.6,10001,,[u'energy charge']
1,350001,59.0,10002,,[u'basic charge']
1,350001,0.0,10003,,[u'pca/kwh']
1,350001,0.0,10004,,[u'operation round up amount']
1,350001,0.0,10005,,[u'capital credits refund']
1,350002,2.06,10001,,[u'energy charge']
1,350002,30.0,10002,,[u'basic charge']
1,350002,0.0,10003,,[u'pca/kwh']
1,350002,0.94,10004,,[u'operation round up amount']
1,350002,0.0,10005,,[u'capital credits refund']
1,350003,24.61,10001,,[u'basic charge']
1,350003,224.22,10002,,[u'energy charge']
1,350003,243.3,10003,,[u'fuel cost']
2,350003,391.98,10004,,[u'demand winter']
1;2,350003,189.53,10005,1286.26,[u'other']
3,350003,50.0,10006,,[u'basic charge']
3,350003,242.36,10007,,[u'distribution']
3,350003,910.12,10008,,[u'cost of gas']
3,350003,7.87,10009,,[u'gas affordability']
3,350003,153.56,10010,5237.95,[u'other']
1,350004,25.7,10001,,[u'basic charge']
1,350004,581.89,10002,,[u'energy charge']
1,350004,549.99,10003,,[u'fuel cost']
2,350004,797.32,10004,,[u'demand summer']
1;2,350004,289.64,10005,2156.61,[u'other']
3,350004,8.74,10006,,[u'distribution']
3,350004,36.91,10007,,[u'cost of gas']
3,350004,0.28,10008,,[u'gas affordability']
3,350004,9.17,10009,,[u'other']
3,350004,50.0,10010,,[u'basic charge']
1,350005,24.61,10001,,[u'basic charge']
1,350005,493.73,10002,,[u'energy charge']
1,350005,500.08,10003,,[u'fuel cost']
2,350005,358.62,10004,,[u'demand winter']
1;2,350005,255.83,10005,2156.61,[u'other']
3,350005,250.61,10006,,[u'distribution']
3,350005,938.43,10007,,[u'cost of gas']
3,350005,8.14,10008,,[u'gas affordability']
3,350005,158.67,10009,,[u'other']
3,350005,50.0,10010,,[u'basic charge']
1;2,350005,-2.64,10011,,[u'energy charge credit']
1,350006,25.7,10001,,[u'basic charge']
1,350006,76.31,10002,,[u'energy']
1,350006,74.05,10003,,[u'fuel']
2,350006,167.18,10004,,[u'demand summer']
1;2,350006,33.13,10005,599.11,[u'other']
1,360001,5.2,10001,,[u'energy charge']
1,360001,30.0,10002,,[u'basic charge']
1,360001,0.0,10003,,[u'pca/kwh']
1,360001,0.0,10004,,[u'operation round up amount']
1,360001,0.0,10005,,[u'capital credits refund']
1,360002,24.61,10001,,[u'basic charge']
1,360002,670.38,10002,,[u'energy charge']
1,360002,652.99,10003,,[u'fuel cost']
2,360002,450.36,10004,,[u'demand winter']
1;2,360002,329.56,10005,2156.61,[u'other']
3,360002,391.0,10006,,[u'distribution']
3,360002,1472.85,10007,,[u'cost of gas']
3,360002,12.7,10008,,[u'gas affordability']
3,360002,245.47,10009,,[u'other']
3,360002,50.0,10010,,[u'basic charge']
1;2,360002,-30.6,10011,,[u'energy charge credit']
1,360003,24.61,10001,,[u'basic charge']
1,360003,185.71,10002,,[u'energy']
2,360003,166.8,10003,,[u'demand winter']
1,360003,180.89,10004,,[u'fuel']
1;2,360003,127.15,10005,685.16,[u'other']
1,360004,50.0,10001,,[u'basic charge']
1,360004,448.82,10002,,[u'cost of gas']
1,360004,120.69,10003,,[u'distribution']
1,360004,3.92,10004,,[u'gas affordability']
1,360004,77.26,10005,700.69,[u'other']
1,360005,25.0,10001,,[u'basic charge']
1,360005,109.91,10002,,[u'cost of gas']
1,360005,29.59,10003,,[u'distribution']
1,360005,0.96,10004,,[u'affordability']
1,360005,21.74,10005,187.2,[u'other']
1,360006,8.61,10001,,[u'basic charge']
1,360006,1.67,10002,,[u'energy']
1,360006,0.72,10003,,[u'fuel']
1,360006,5.16,10004,16.16,[u'other']
1,360007,10.0,10001,,[u'basic charge']
1,360007,54.98,10002,,[u'energy']
1,360007,18.45,10003,,[u'fuel']
,360007,0.0,10004,,[u'demand summer']
1;2,360007,8.26,10005,599.11,[u'other']
1,360008,25.7,10001,,[u'basic charge']
1,360008,214.63,10002,,[u'energy']
1,360008,231.24,10003,,[u'fuel']
2,360008,206.54,10004,,[u'demand winter']
1;2,360008,44.11,10005,599.11,[u'other']
1;2,360008,-464.97,10006,,[u'ele interim refund cr']
1,360009,25.7,10001,,[u'basic charge']
1,360009,122.04,10002,,[u'energy']
1,360009,131.67,10003,,[u'fuel']
2,360009,107.76,10004,,[u'demand winter']
1;2,360009,24.29,10005,599.11,[u'other']
1;2,360009,-186.79,10006,,[u'ele interim refund cr']
1,360010,24.85,10001,,[u'basic charge']
1,360010,419.27,10002,,[u'energy']
1,360010,458.49,10003,,[u'fuel']
2,360010,551.21,10004,,[u'demand winter']
1;2,360010,98.66,10005,599.11,[u'other']
1,360011,24.61,10001,,[u'basic charge']
1,360011,448.43,10002,,[u'energy']
1,360011,480.97,10003,,[u'fuel']
2,360011,533.76,10004,,[u'demand winter']
1;2,360011,193.34,10005,599.11,[u'other']
1,370001,10.0,10001,,[u'basic charge']
1,370001,1.73,10002,,[u'energy charge']
1,370001,0.61,10003,,[u'fuel cost']
1,370001,5.24,10004,17.58,[u'other']
1,380001,25.7,10001,,[u'basic charge']
1,380001,779.83,10002,,[u'energy']
1,380001,724.06,10003,,[u'fuel']
2,380001,1363.16,10004,,[u'demand summer']
1;2,380001,268.77,10005,599.11,[u'other']
1,390001,24.61,10001,,[u'basic charge']
1,390001,127.4,10002,,[u'energy']
1,390001,127.71,10003,,[u'fuel']
2,390001,250.2,10004,,[u'demand winter']
1;2,390001,75.23,10005,599.11,[u'other']
1;2,390001,-64.22,10006,,[u'MN transit improvement tax adj']
1;2,390001,-1766.64,10007,,[u'Minnesota state tax adj']
1;2,390001,-38.59,10008,,[u'hennepin county adj']
1,390002,25.15,10001,,[u'basic charge']
1,390002,605.88,10002,,[u'energy']
1,390002,733.58,10003,,[u'fuel']
2,390002,985.12,10004,,[u'demand summer']
1;2,390002,323.67,10005,599.11,[u'other']
1,390003,8.65,10001,,[u'basic charge']
1,390003,10.47,10002,,[u'energy']
1,390003,4.06,10003,,[u'fuel']
2,390003,0.0,10004,,[u'demand summer']
1;2,390003,2.38,10005,599.11,[u'other']
1,390004,25.0,10001,,[u'basic charge']
1,390004,1.11,10002,,[u'distribution']
1,390004,4.65,10003,,[u'cost of gas']
1,390004,0.04,10004,,[u'gas affordability']
1,390004,0.21,10005,,[u'other']
2,390004,25.0,10006,,[u'basic charge']
2,390004,0.0,10007,,[u'distribution']
2,390004,0.0,10008,,[u'cost of gas']
2,390004,0.0,10009,,[u'gas affordability']
2,390004,0.0,10010,,[u'resource adj']
3,390004,20.0,10011,,[u'basic charge']
3,390004,196.37,10012,,[u'energy charge']
3,390004,69.9,10013,,[u'fuel cost']
3,390004,26.78,10014,,[u'other']
4,390004,10.0,10015,,[u'basic charge']
4,390004,184.43,10016,,[u'energy charge']
4,390004,65.65,10017,,[u'fuel cost']
4,390004,23.74,10018,,[u'other']
5,390004,25.0,10019,,[u'basic charge']
5,390004,0.12,10020,,[u'distirbution']
5,390004,0.52,10021,,[u'cost of gas']
5,390004,0.0,10022,,[u'gas affordability']
5,390004,0.02,10023,,[u'other']
6,390004,25.7,10024,,[u'basic service']
6,390004,19.17,10025,,[u'energy charge']
6,390004,18.18,10026,,[u'fuel cost']
7,390004,25.72,10027,,[u'demand summer']
6;7,390004,10.23,10028,,[u'other']
1;2;3;4;5;6;7,390004,9.08,10029,,[u'other']
5,390004,0.0,10030,,[u'energy credit']
1,390005,79.2,10001,,[u'energy charge']
1,390005,2.16,10002,,[u'minnetonka surcharge']
1,390005,38.0,10003,,[u'basic charge']
1,390005,16.72,10004,,[u'security light']
1,390005,-4.0,10005,,[u'ECC credit']
1,390006,30.0,10001,,[u'basic charge']
1,390006,0.61,10002,,[u'energy charge']
1,390006,0.76,10003,,[u'wholesale non-demand']
1,390007,11.25,10001,,[u'recovery fee']
1,390007,1.59,10002,,[u'safe drinking water']
1,390007,22.5,10003,,[u'water service base fee']
1,390007,0.0,10004,,[u'water main replacement surcharge']
1,390007,19.52,10005,,[u'water usage']
1,390007,29.12,10006,,[u'sanitary sewer']
1,390008,12.5,10001,,[u'basic charge']
1,390008,106.27,10002,,[u'energy charge']
1,390008,4.54,10003,,[u'pca']
,390008,0.0,10004,,[u'demand']
1,390009,0.0,10001,,[u'basic charge']
1,390009,354.8,10002,,[u'energy charge']
1,390009,43.44,10003,,[u'pca']
2,390009,447.88,10004,,[u'demand']
,390009,10.05,10005,,[u'security light']
,390009,47.97,10006,,[u'storm water charge']
1,390010,12.3,10001,,[u'basic charge']
1,390010,716.29,10002,,[u'energy charge']
1,390010,29.77,10003,,[u'pca']
2,390010,0.0,10004,,[u'demand']
,390010,10.05,10005,,[u'security light']
,390010,47.97,10006,,[u'storm water charge']
1,390011,12.5,10001,,[u'basic charge']
1,390011,1.7,10002,,[u'energy charge']
1,390011,0.09,10003,,[u'pca']
1,400001,24.61,10001,,[u'basic charge']
1,400001,127.4,10002,,[u'energy']
1,400001,128.71,10003,,[u'fuel']
2,400001,250.2,10004,,[u'demand winter']
1;2,400001,119.34,10005,599.11,[u'other']
1,400002,24.61,10001,,[u'basic charge']
1,400002,81.05,10002,,[u'energy']
1,400002,81.99,10003,,[u'fuel']
2,400002,66.72,10004,,[u'demand winter']
1;2,400002,19.1,10005,599.11,[u'other']
1,400003,25.15,10001,,[u'basic charge']
1,400003,178.94,10002,,[u'energy']
1,400003,209.89,10003,,[u'fuel']
2,400003,542.38,10004,,[u'demand summer']
1;2,400003,170.99,10005,599.11,[u'other']
1,400004,24.61,10001,,[u'basic charge']
1,400004,2378.04,10002,,[u'energy charge']
1,400004,2371.21,10003,,[u'fuel']
2,400004,2043.3,10004,,[u'demand winter']
1;2,400004,1255.2,10005,9130.1,[u'other']
1,400005,25.0,10001,,[u'basic charge']
1,400005,1.73,10002,,[u'distribution']
1,400005,7.38,10003,,[u'cost of gas']
1,400005,0.06,10004,,[u'gas affordability']
1,400005,0.3,10005,,[u'other']
2,400005,25.0,10006,,[u'basic charge']
2,400005,1.85,10007,,[u'distribution']
2,400005,7.91,10008,,[u'cost of gas']
2,400005,0.06,10009,,[u'gas affordability']
2,400005,0.32,10010,,[u'resource adj']
3,400005,20.0,10011,,[u'basic charge']
3,400005,290.93,10012,,[u'energy charge']
3,400005,93.19,10013,,[u'fuel cost']
3,400005,39.02,10014,,[u'other']
4,400005,10.0,10015,,[u'basic charge']
4,400005,143.78,10016,,[u'energy charge']
4,400005,46.05,10017,,[u'fuel cost']
4,400005,19.3,10018,,[u'other']
5,400005,25.0,10019,,[u'basic charge']
5,400005,0.12,10020,,[u'distirbution']
5,400005,0.52,10021,,[u'cost of gas']
5,400005,0.0,10022,,[u'gas affordability']
5,400005,0.02,10023,,[u'other']
6,400005,25.7,10024,,[u'basic service']
6,400005,1.19,10025,,[u'energy charge']
6,400005,1.02,10026,,[u'fuel cost']
7,400005,0.0,10027,,[u'demand winter']
6;7,400005,4.59,10028,,[u'other']
1;2;3;4;5;6;7,400005,9.36,10029,,[u'other']
